,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
1212,CHEMBL571023,,,476.54,0.0,4.37,9i,c1cncc(-c2ncn(-c3ccc(Nc4nccc(-c5cccc(N6CCOCC6)c5)n4)cc3)n2)c1,IC50,'=',97.0,nM,7.01,,,UO_0000065,14.72,0.27,2.64,7.47,0,CHEMBL1042601,Inhibition of JNK1 by time resolved fluorescence assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156783,1,Scientific Literature,J Med Chem,2010.0,,,,
1213,CHEMBL461875,,,477.54,0.0,4.19,6,COc1ccc(CCCN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,IC50,'=',5011.0,nM,5.3,,,UO_0000065,11.1,0.21,1.11,4.37,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1214,CHEMBL464347,,,533.61,1.0,4.94,8,CCCN1CCC(Oc2ccc(OC)c(Nc3nc(Nc4cccc(F)c4C(N)=O)c4cc[nH]c4n3)c2)CC1,IC50,'=',1258.0,nM,5.9,,,UO_0000065,11.06,0.21,0.96,4.52,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1215,CHEMBL460815,,,475.48,0.0,3.6,20,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(C)=O)CC2,IC50,'=',126.0,nM,6.9,,,UO_0000065,14.51,0.27,3.3,4.99,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1216,CHEMBL461018,,,504.53,1.0,2.8,22,CNCC(=O)N1CCc2cc(OC)c(Nc3nc(Nc4cccc(F)c4C(N)=O)c4cc[nH]c4n3)cc21,IC50,'=',1995.0,nM,5.7,,,UO_0000065,11.3,0.21,2.9,3.79,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1217,CHEMBL465577,,,541.55,1.0,3.48,29,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)Cn1ccnc1)CC2,IC50,'=',631.0,nM,6.2,,,UO_0000065,11.45,0.21,2.72,3.97,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1218,CHEMBL450919,,,615.71,1.0,4.0,34,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CCN1CCN(C(C)C)CC1)CC2,IC50,'=',1585.0,nM,5.8,,,UO_0000065,9.42,0.18,1.8,4.01,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1220,CHEMBL3355150,,,430.44,0.0,4.61,8g,Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(F)c4)cn3)c2)cn1,IC50,'=',653.0,nM,6.18,,,UO_0000065,14.37,0.26,1.58,6.13,0,CHEMBL3372266,Inhibition of JNK1 (unknown origin) after 1 hr by homogeneous time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3352539,1,Scientific Literature,J Med Chem,2014.0,,,,
1222,CHEMBL3342915,,,305.34,0.0,3.53,8i,CC(=O)c1cccc(NC(=O)c2cc(-c3ccccc3)[nH]n2)c1,IC50,'=',6900.0,nM,5.16,,,UO_0000065,16.9,0.31,1.63,6.9,0,CHEMBL3373992,Inhibition of FLAG-tagged JNK-1 (unknown origin) transfected in African green monkey COS cells by SDS-PAGE analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,COS,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3352082,1,Scientific Literature,Bioorg Med Chem,2014.0,,,,
1223,CHEMBL1644630,,,371.4,0.0,3.12,22,O=C(Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)C1CC1,IC50,'=',4600.0,nM,5.34,,,UO_0000065,14.37,0.26,2.22,5.76,0,CHEMBL1648827,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641539,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1225,CHEMBL1682006,,,342.42,0.0,3.34,27,COc1ccc(CC(=O)Nc2scc(C)c2-c2nc(C)n[nH]2)cc1,IC50,'=',331.0,nM,6.48,,,UO_0000065,18.92,0.37,3.14,8.11,0,CHEMBL1686760,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1681717,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1226,CHEMBL1682012,,,381.46,0.0,3.07,33,Cc1n[nH]c(-c2c(C)csc2NC(=O)CN2C(=O)CCc3ccccc32)n1,IC50,'=',15.0,nM,7.82,,,UO_0000065,20.51,0.4,4.75,8.6,0,CHEMBL1686760,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1681717,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1227,CHEMBL3577873,,,358.45,0.0,1.98,18,CCNC(=O)N1CCC(Nc2ncc3ccc(=O)n(C(C)C)c3n2)CC1,IC50,'=',85.0,nM,7.07,,,UO_0000065,19.73,0.37,5.09,7.67,0,CHEMBL3578953,Inhibition of JNK1 (unknown origin) using biotinylated FL-ATF-2 as substrate after 1 hr by homogeneous time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3576797,1,Scientific Literature,ACS Med Chem Lett,2015.0,,,,
1228,CHEMBL2425638,,,399.45,0.0,1.26,18d,OCC(O)COc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,IC50,'=',34.0,nM,7.47,,,UO_0000065,18.7,0.35,6.21,5.95,0,CHEMBL2429340,Inhibition of human JNK1 assessed as inhibition of GST-tagged ATF2 (19 to 96) phosphorylation incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]-ATP,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2424622,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1229,CHEMBL1783496,,,344.85,0.0,3.23,6g,C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc[nH]2)CC1,IC50,'=',4500.0,nM,5.35,,,UO_0000065,15.5,0.3,2.12,10.41,0,CHEMBL1787506,Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1782035,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1230,CHEMBL2392838,,,580.76,1.0,3.39,22a,CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](C(=O)N4CCC(O)CC4)CC3)n2)CC1,IC50,'=',8.0,nM,8.1,,,UO_0000065,13.94,0.27,4.71,6.71,0,CHEMBL2393735,Inhibition of human JNK1alpha1 using GST-tagged ATF2 as substrate preincubated for 10 mins prior to substrate addition measured after 30 mins by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2390842,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1231,CHEMBL2420555,,,459.53,0.0,4.16,AX13587,O=C(NC1(c2ccc(F)cc2)CC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,IC50,'=',41.0,nM,7.39,,,UO_0000065,16.08,0.3,3.23,8.07,0,CHEMBL2424214,Inhibition of JNK1 in human Jurkat cell lysates using desthiobiotin-tagged ATP probe AX9989 followed by trypsinization by LC/MS analysis,B,BAO_0000357,single protein format,Homo sapiens,,,Jurkat,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2417377,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,CHEMBL3307526,,,
1232,CHEMBL571434,,,439.48,0.0,2.79,9h,Cn1nnc(-c2ccc(Nc3nccc(-c4cc(C#N)cc(N5CCOCC5)c4)n3)cc2)n1,IC50,'=',45.0,nM,7.35,,,UO_0000065,16.72,0.3,4.56,6.24,0,CHEMBL1042601,Inhibition of JNK1 by time resolved fluorescence assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156783,1,Scientific Literature,J Med Chem,2010.0,,,,
1234,CHEMBL1644641,,,464.53,0.0,4.22,36,O=c1n(-c2ccccn2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,IC50,'=',1400.0,nM,5.85,,,UO_0000065,12.6,0.23,1.63,6.74,0,CHEMBL1648827,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641539,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1235,CHEMBL516816,,,518.6,1.0,4.22,2,COc1ccc(N2CCN(C(C)C)CC2)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,IC50,'=',3162.0,nM,5.5,,,UO_0000065,10.61,0.2,1.28,4.42,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1236,CHEMBL465374,,,532.62,1.0,4.53,3,COc1cc(C)c(N2CCN(C(C)C)CC2)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,IC50,'=',3891.0,nM,5.41,,,UO_0000065,10.16,0.19,0.88,4.35,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1237,CHEMBL464344,,,532.58,1.0,3.53,24,CCN(C)CC(=O)N1CCc2cc(OC)c(Nc3nc(Nc4cccc(F)c4C(N)=O)c4cc[nH]c4n3)cc21,IC50,'=',3162.0,nM,5.5,,,UO_0000065,10.33,0.19,1.97,3.89,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1238,CHEMBL464552,,,532.58,1.0,3.4,40,CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,IC50,'=',5010.0,nM,5.3,,,UO_0000065,9.95,0.19,1.9,4.16,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1239,CHEMBL2425632,,,543.67,1.0,3.78,24b,CS(=O)(=O)CCCOc1cccc2c1ccn2-c1ccnc(N[C@H]2CC[C@H](C(=O)N3CC[C@@H](F)C3)CC2)n1,IC50,'=',14.0,nM,7.85,,,UO_0000065,14.45,0.28,4.07,7.38,0,CHEMBL2429340,Inhibition of human JNK1 assessed as inhibition of GST-tagged ATF2 (19 to 96) phosphorylation incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]-ATP,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2424622,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1241,CHEMBL1682007,,,389.48,0.0,4.39,28,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2ccc(-c3ccncc3)cc2)n1,IC50,'=',226.0,nM,6.65,,,UO_0000065,17.06,0.32,2.26,7.95,0,CHEMBL1686760,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1681717,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1242,CHEMBL1682009,,,364.43,0.0,3.27,30,Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3nccnc23)n1,IC50,'=',298.0,nM,6.53,,,UO_0000065,17.91,0.34,3.26,6.77,0,CHEMBL1686760,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1681717,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1244,CHEMBL1644642,,,476.58,1.0,5.44,38,O=c1n(Cc2ccncc2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,IC50,'=',700.0,nM,6.16,,,UO_0000065,12.91,0.23,0.71,7.93,0,CHEMBL1648827,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641539,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1245,CHEMBL2376910,,,529.0,2.0,6.7,5b,COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)cc(OC)c1OC,IC50,'=',93.0,nM,7.03,,,UO_0000065,13.29,0.25,0.33,8.12,0,CHEMBL2379719,Inhibition of JNK1 (unknown origin)-mediated ATF2 Thr71 phosphorylation by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2375283,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1246,CHEMBL1767259,,,278.31,0.0,2.17,"31, BI-101A7",NC(=O)c1ccsc1NC(=O)Cc1ccc(F)cc1,IC50,'=',5100.0,nM,5.29,,,UO_0000065,19.02,0.38,3.12,7.33,0,CHEMBL1768207,Inhibition of JNK1 by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1764959,1,Scientific Literature,Bioorg Med Chem,2011.0,,,,
1248,CHEMBL551024,,,519.5,2.0,7.16,12,NCc1ccc(-c2cnc3[nH]cc(-c4cccc(NC(=O)Nc5ccc(C(F)(F)F)cc5F)c4)c3c2)cc1,IC50,'=',79.0,nM,7.1,,,UO_0000065,13.67,0.26,-0.06,7.41,0,CHEMBL1026939,Inhibition of JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158409,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
1249,CHEMBL207050,,,352.1,0.0,3.45,9b,Cn1nc(C(F)(F)F)c2c(=O)c3cc(Cl)c(Cl)cc3n(O)c21,IC50,'=',5140.0,nM,5.29,,,UO_0000065,15.02,0.33,1.84,8.81,0,CHEMBL866909,Inhibition of JNK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147685,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
1251,CHEMBL2420565,,,457.58,0.0,4.87,28,CCC[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,IC50,'=',200.0,nM,6.7,,,UO_0000065,14.64,0.27,1.83,7.32,0,CHEMBL2424261,Inhibition of human recombinant histidine-tagged full-length JNK1 expressed in insect cells using GST-tagged MAP2K7 as substrate after 1 hr by luminescence plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2417377,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1252,CHEMBL2420559,,,415.5,0.0,3.53,22,O=C(NCc1ccccc1)c1ccc2c(c1)nc(N[C@H]1CC[C@H](O)CC1)c1nccn12,IC50,'=',490.0,nM,6.31,,,UO_0000065,15.19,0.28,2.78,6.89,0,CHEMBL2424261,Inhibition of human recombinant histidine-tagged full-length JNK1 expressed in insect cells using GST-tagged MAP2K7 as substrate after 1 hr by luminescence plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2417377,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1253,CHEMBL2420578,,,274.33,0.0,3.49,3,c1ccc(CNc2nc3ccccc3n3ccnc23)cc1,IC50,'=',8400.0,nM,5.08,,,UO_0000065,18.5,0.33,1.59,12.02,0,CHEMBL2424261,Inhibition of human recombinant histidine-tagged full-length JNK1 expressed in insect cells using GST-tagged MAP2K7 as substrate after 1 hr by luminescence plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2417377,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1255,CHEMBL2392830,,,532.69,1.0,2.32,7f,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)C5)cccc43)n2)CC1,IC50,'=',44.0,nM,7.36,,,UO_0000065,13.81,0.28,5.04,5.83,0,CHEMBL2393735,Inhibition of human JNK1alpha1 using GST-tagged ATF2 as substrate preincubated for 10 mins prior to substrate addition measured after 30 mins by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2390842,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1256,CHEMBL2204098,,,458.51,0.0,2.54,24d,COC(=O)c1c(CN2CC[C@@H](S(C)(=O)=O)C2)c(=O)c2ccc(F)cc2n1-c1ccccc1,IC50,'=',130.0,nM,6.89,,,UO_0000065,15.02,0.29,4.35,8.04,0,CHEMBL2216094,Inhibition of human JNK1 alpha1 using GST-tagged ATF2 as substrate and [gamma33P]ATP incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2203077,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
1257,CHEMBL2204094,,,525.48,1.0,3.5,19f,COC(=O)c1c(Cc2ccc(C(=O)NCCO)cc2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,IC50,'=',80.0,nM,7.1,,,UO_0000065,13.51,0.26,3.6,6.42,0,CHEMBL2216094,Inhibition of human JNK1 alpha1 using GST-tagged ATF2 as substrate and [gamma33P]ATP incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2203077,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
1258,CHEMBL3679564,,,464.88,0.0,4.5,BDBM100585,COC(=O)c1c(CNC(=O)c2ccccc2F)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',65.0,nM,7.19,,217796,UO_0000065,15.46,0.3,2.69,9.29,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1259,CHEMBL3679581,,,478.45,0.0,3.99,BDBM100602,COC(=O)c1c(CNC(=O)c2ccc(F)c(F)c2)c(=O)c2ccc(OC)cc2n1-c1ccccc1,IC50,'=',39.0,nM,7.41,,217813,UO_0000065,15.49,0.29,3.42,8.55,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1260,CHEMBL3640044,,,381.86,0.0,3.95,BDBM100626,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)N1CCCC1,IC50,'=',1200.0,nM,5.92,,217837,UO_0000065,15.51,0.3,1.97,10.9,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1261,CHEMBL3640050,,,511.02,1.0,4.84,BDBM100632,CC(C)(C)OC(=O)N1CCC(NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1,IC50,'=',60.0,nM,7.22,,217843,UO_0000065,14.13,0.27,2.38,7.79,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1262,CHEMBL1287888,,,335.39,0.0,4.13,39,O=C(Cc1cccc2ccccc12)Nc1ccsc1-c1nnco1,IC50,'=',3200.0,nM,5.5,,,UO_0000065,16.38,0.31,1.36,8.08,0,CHEMBL1291185,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1287787,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,,
1263,CHEMBL585916,,,419.49,0.0,1.91,9d,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)cc1,IC50,'=',19.0,nM,7.72,,,UO_0000065,18.41,0.38,5.81,5.36,0,CHEMBL1042601,Inhibition of JNK1 by time resolved fluorescence assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156783,1,Scientific Literature,J Med Chem,2010.0,,,,
1264,CHEMBL2420557,,,429.52,0.0,4.09,20,C[C@@H](NC(=O)c1ccc2c(c1)nc(N[C@H]1CC[C@H](O)CC1)c1nccn12)c1ccccc1,IC50,'=',1500.0,nM,5.82,,,UO_0000065,13.56,0.25,1.73,6.36,0,CHEMBL2424261,Inhibition of human recombinant histidine-tagged full-length JNK1 expressed in insect cells using GST-tagged MAP2K7 as substrate after 1 hr by luminescence plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2417377,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1265,CHEMBL168418,,,304.35,0.0,3.8,5,O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1,IC50,'=',3162.28,nM,5.5,,,UO_0000065,18.07,0.33,1.7,10.74,0,CHEMBL831665,Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140363,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,
1266,CHEMBL185658,,,450.52,0.0,4.33,17,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)cc1,IC50,'=',794.33,nM,6.1,,,UO_0000065,13.54,0.26,1.77,5.39,0,CHEMBL831665,Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140363,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,
